id,name,extra,area,meters,section,region,feet,summited,lat,lng,link,description,pictureURL,startingPointURL
256,Slioch,,Torridon,981,14A,14A: Loch Maree to Loch Broom,3219,FALSE,57.667148,-5.347061,https://www.walkhighlands.co.uk/munros/slioch,"Slioch stands as one of the most iconic peaks in the Scottish Highlands, its majestic silhouette often captured in photographs that grace numerous calendars and travel brochures. The mountain's striking presence, as seen from across the serene waters of Loch Maree, leaves a lasting impression on all who behold it. Beyond its picturesque appearance, Slioch offers an exceptional vantage point, providing sweeping views over the rugged expanse of the Fisherfield Forest to the north. This combination of visual appeal and panoramic vistas makes Slioch a must-visit destination for any avid munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/slioch-1.JPG,"https://www.google.com/maps/search/57.60850,-5.28660/"
257,Spidean Mialach,,Fort William,996,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3268,FALSE,57.088964,-5.193614,https://www.walkhighlands.co.uk/munros/spidean-mialach,"Spidean Mialach, along with its companion Munro, Gleouraich, graces the northern shores of Loch Quoich. These two peaks offer a splendid hiking experience, featuring well-maintained stalkers' paths that wind through their lower elevations. The journey up Spidean Mialach is particularly rewarding, providing hikers with breathtaking views and a sense of tranquility amidst the rugged landscape. Whether you're an experienced climber or a casual walker, the paths leading up these Munros promise an enjoyable and memorable adventure.",https://d3teiib5p3f439.cloudfront.net/munros/spidean-mialach-1.JPG,"https://www.google.com/maps/search/57.07570,-5.25320/"
258,Sron a' Choire Ghairbh,,Fort William,936,10C,10C: Loch Arkaig to Glen Moriston,3072,FALSE,57.00784,-4.928747,https://www.walkhighlands.co.uk/munros/sron-a-choire-ghairbh,"Sròn a' Choire Ghairbh stands as the loftier of the two Munros gracing the northern shores of Loch Lochy. When viewed from the A82 on the southern side of the loch, it rises majestically above the dense forestry. The mountain's rounded summit is characterized by its steep slopes and deep corries. Notably, the largest of these corries, which presently shelters the small Loch a' Choire Ghlais, is earmarked for an extensive hydro-scheme project. This development promises to bring significant changes to the landscape, adding a layer of intrigue to this already captivating peak.",https://d3teiib5p3f439.cloudfront.net/munros/sron-a-choire-ghairbh-1.JPG,"https://www.google.com/maps/search/57.02130,-4.83917/"
259,Stob a' Choire Mheadhoin,,Fort William,1105,04A,04A: Fort William to Loch Treig & Loch Leven,3625,FALSE,56.823684,-4.760199,https://www.walkhighlands.co.uk/munros/stob-a-choire-mheadhoin,"Stob a' Choire Mheadhoin, often considered a twin to the adjacent Stob Coire Easain, forms part of an extensive north-south ridge. When viewed from the vicinity of Moy, it presents itself as an impressive pyramid. Its central location and considerable height offer hikers a splendid vantage point, making it a noteworthy destination for those seeking panoramic views of the surrounding landscape.",https://d3teiib5p3f439.cloudfront.net/munros/stob-a-choire-mheadhoin-1.JPG,"https://www.google.com/maps/search/56.86540,-4.70840/"
260,Stob a' Choire Odhair,,Argyll,945,03C,03C: Glen Etive to Glen Lochy,3100,FALSE,56.573308,-4.838302,https://www.walkhighlands.co.uk/munros/stob-a-choire-odhair,"Stob a' Choire Odhair might not be a household name, but its distinctive dome-shaped silhouette is a familiar landmark, often captured in photographs of the scenic Rannoch Moor. This mountain offers an excellent vantage point, providing sweeping views over the expansive and untamed wilderness of the moor. Its relatively modest height belies the grandeur of the panoramas it affords, making it a rewarding climb for those who venture up its slopes. Whether you're an avid photographer or simply a lover of breathtaking landscapes, Stob a' Choire Odhair promises a memorable experience amidst the rugged beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/stob-a-choire-odhair-1.JPG,"https://www.google.com/maps/search/56.53720,-4.81407/"
261,Stob Ban,Mamores,Fort William,1000,04A,04A: Fort William to Loch Treig & Loch Leven,3280,FALSE,56.743706,-5.030328,https://www.walkhighlands.co.uk/munros/stob-ban-mamores,"Stob Bàn stands out as a remarkably steep and sharply defined Munro, often regarded as one of the most striking summits within the Mamores range. Its distinctive profile is easily recognizable from numerous vantage points throughout the lower reaches of Glen Nevis, making it a favorite among hillwalkers and climbers. The peak's dramatic slopes and rugged terrain offer a challenging yet rewarding ascent, providing breathtaking views and a true sense of accomplishment for those who reach its summit.",https://d3teiib5p3f439.cloudfront.net/munros/stob-ban-mamores-1.JPG,"https://www.google.com/maps/search/56.76950,-5.03720/"
262,Stob Ban,Grey Corries,Fort William,977,04A,04A: Fort William to Loch Treig & Loch Leven,3205,FALSE,56.810656,-4.840877,https://www.walkhighlands.co.uk/munros/stob-ban-grey-corries,"Stob Bàn is a striking, cone-shaped peak that often goes unnoticed due to its position behind the towering Grey Corries range. Despite its somewhat concealed location, this mountain offers a unique and rewarding climb for those who seek it out. Its distinct shape and the scenic views it provides make it a memorable addition to any munro bagger's list.",https://d3teiib5p3f439.cloudfront.net/munros/stob-ban-grey-corries-1.JPG,"https://www.google.com/maps/search/56.86830,-4.86370/"
263,Stob Binnein,,Loch Lomond,1165,01C,01C: Loch Lomond to Strathyre,3822,FALSE,56.370717,-4.535753,https://www.walkhighlands.co.uk/munros/stob-binnein,"Stob Binnein, often overshadowed by its slightly taller twin, Ben More, is a remarkable summit in its own right. While it is commonly climbed in conjunction with Ben More from the north, Stob Binnein can also be approached independently from the south. This route offers a unique perspective and allows hikers to fully appreciate the mountain's distinct beauty. Despite being less frequently singled out, many consider Stob Binnein to be the more picturesque of the two peaks, with its elegant slopes and stunning vistas. Whether tackled alone or as part of a duo, Stob Binnein promises a rewarding and memorable experience for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/stob-binnein-1.JPG,"https://www.google.com/maps/search/56.40280,-4.56120/"
264,Stob Choire Claurigh,,Fort William,1177,04A,04A: Fort William to Loch Treig & Loch Leven,3862,FALSE,56.823786,-4.849624,https://www.walkhighlands.co.uk/munros/stob-choire-claurigh,"Standing as the tallest summit in the Grey Corries, this impressive peak often presents a scree-covered appearance when viewed from afar. The range itself offers a quintessential ridge walk, typically encompassing the adjacent Stob Coire an Laoigh. This journey along the ridge is a favorite among hikers, providing both a challenging and rewarding experience with breathtaking vistas and a sense of accomplishment.",https://d3teiib5p3f439.cloudfront.net/munros/stob-choire-claurigh-1.JPG,"https://www.google.com/maps/search/56.87270,-4.86820/"
265,Stob Coir an Albannaich,,Fort William,1045,03C,03C: Glen Etive to Glen Lochy,3428,FALSE,56.554903,-4.979809,https://www.walkhighlands.co.uk/munros/stob-coir-an-albannaich,"Stob Coir' an Albannaich is a striking peak nestled within the impressive range of mountains on the southern side of Glen Etive. This mountain boasts a remarkable summit that perches dramatically on the brink of a steep crag, offering breathtaking views and a sense of exhilaration. The ascent and traverse of Stob Coir' an Albannaich provide a thoroughly enjoyable and rewarding experience for any munro bagger, with its rugged terrain and stunning scenery making it a memorable highlight of the region.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coir-an-albannaich-1.JPG,"https://www.google.com/maps/search/56.57620,-5.03566/"
266,Stob Coire a' Chairn,,Fort William,981,04A,04A: Fort William to Loch Treig & Loch Leven,3219,FALSE,56.750756,-4.968985,https://www.walkhighlands.co.uk/munros/stob-coire-a-chairn,"Stob Coire a' Chàirn boasts a prime location where the lofty An Gearanach ridge converges with the central backbone of the Mamores range. This region is renowned for offering some of the most exhilarating ridgewalking experiences in all of Scotland, with breathtaking views and challenging paths that attract avid hikers and mountaineers alike.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coire-a-chairn-1.JPG,"https://www.google.com/maps/search/56.77770,-5.00034/"
267,Stob Coire an Laoigh,,Fort William,1116,04A,04A: Fort William to Loch Treig & Loch Leven,3661,FALSE,56.810877,-4.884907,https://www.walkhighlands.co.uk/munros/stob-coire-an-laoigh,"Stob Coire an Laoigh stands as the second prominent peak among the Grey Corries, offering an exhilarating experience along a stunning ridgewalk. Reaching this majestic summit involves lengthy approaches, and the traverse of the Grey Corries demands both respect and preparation. The journey, though challenging, rewards hikers with breathtaking views and a profound sense of accomplishment.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coire-an-laoigh-1.JPG,"https://www.google.com/maps/search/56.87270,-4.86820/"
268,Stob Coire Easain,,Fort William,1115,04A,04A: Fort William to Loch Treig & Loch Leven,3658,FALSE,56.818199,-4.77371,https://www.walkhighlands.co.uk/munros/stob-coire-easain,"Stob Coire Easain, often considered a twin to its nearby counterpart Stob a' Choire Mheadhoin, presents a dramatic and steep face to the northeast. This extensive ridge is nestled between the profound trench of Loch Treig, which is famously crossed by the West Highland railway line, and the historic Lairig Leacach pass. The rugged terrain and striking landscapes make it a notable feature in the region, offering a challenging yet rewarding experience for avid munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coire-easain-1.JPG,"https://www.google.com/maps/search/56.86540,-4.70840/"
269,Stob Coire Sgreamhach,,Fort William,1072,03B,03B: Loch Linnhe to Loch Etive,3517,FALSE,56.638314,-5.010284,https://www.walkhighlands.co.uk/munros/stob-coire-sgreamhach,"Stob Coire Sgreamhach, officially recognized as a Munro in 1997, is intrinsically linked to the Bidean nam Bian massif. This impressive peak is strategically located at the junction where the Beinn Fhada ridge converges with the primary ridge that spans the rear of Bidean. The terrain of Beinn Fhada is notably challenging, especially when descending, making it a test of skill and endurance. Most climbers opt for the route through the Lost Valley, which entails a demanding and steep ascent up eroded scree slopes. This path, while arduous, offers a rewarding experience for those who tackle its rugged landscape.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coire-sgreamhach-1.JPG,"https://www.google.com/maps/search/56.66770,-4.98650/"
270,Stob Coire Sgriodain,,Fort William,979,04B,04B: Loch Treig to Loch Ericht,3212,FALSE,56.831744,-4.694934,https://www.walkhighlands.co.uk/munros/stob-coire-sgriodain,"Stob Coire Sgriodain is a striking, steep-sided ridge that towers majestically above the glacially-carved valley of Loch Treig. This impressive peak is often ascended in tandem with its nearby counterpart, Chno Dearg, offering a rewarding challenge for avid munro baggers. The rugged terrain and breathtaking views make the journey to the summit an unforgettable experience, showcasing the raw beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/stob-coire-sgriodain-1.JPG,"https://www.google.com/maps/search/56.86550,-4.70850/"
271,Stob Daimh,,Argyll,999,03C,03C: Glen Etive to Glen Lochy,3278,FALSE,56.431336,-5.091319,https://www.walkhighlands.co.uk/munros/stob-diamh,"Stob Daimh, occasionally misspelled as Diamh on certain Ordnance Survey maps, is a splendid peak that often finds itself overshadowed by its more famous neighbor, Ben Cruachan. Typically, hikers choose to ascend Stob Daimh as part of an exhilarating circuit around Coire Cruachan, which offers breathtaking views and a rewarding challenge. Another favored route among enthusiasts is the Dalmally Horseshoe, which provides an alternative circuit encompassing the mountain's eastern ridges. This route not only showcases the rugged beauty of the area but also offers a different perspective on the majestic landscape that surrounds these peaks. Whether you opt for the Coire Cruachan circuit or the Dalmally Horseshoe, Stob Daimh promises an unforgettable experience for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/stob-diamh-1.JPG,"https://www.google.com/maps/search/56.39370,-5.11198/"
